Admin_Unit_Code,Sub_Unit_Code,Site_Name,Plot_Name,Location_Type,Year,Date,Start_Time,End_Time,Observer,Visit,Interval_Length,ID_Method,Distance,Flyover_Observed,Sex,Common_Name,Scientific_Name,AcceptedTSN,Taxon_Code,AOU_Code,PIF_Watchlist_Status,Regional_Stewardship_Status,Temperature,Humidity,Sky,Wind,Disturbance,Initial_Three_Min_Cnt,Habitat,Previously_Obs,Month,Year_from_Date,Start_Hour
ANTI,NA,ANTI 1,ANTI-0036,Forest,2018,2018-05-22,1900-01-01 06:18:50,1900-01-01 06:28:50,Elizabeth Oswald,1,7.5 - 10 min,Singing,<= 50 Meters,False,Undetermined,Yellow Warbler,Setophaga petechia,950039.0,773778.0,YEWA,False,False,19.8999996185303,79.4000015258789,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,False,Forest,Undetermined,5,2018,6
ANTI,NA,ANTI 1,ANTI-0036,Forest,2018,2018-05-22,1900-01-01 06:18:50,1900-01-01 06:28:50,Elizabeth Oswald,1,2.5 - 5 min,Visualization,<= 50 Meters,False,Unknown,Mourning Dove,Zenaida macroura,177125.0,82737.0,MODO,False,False,19.8999996185303,79.4000015258789,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,False,Forest,Undetermined,5,2018,6
ANTI,NA,ANTI 1,ANTI-0036,Forest,2018,2018-05-22,1900-01-01 06:18:50,1900-01-01 06:28:50,Elizabeth Oswald,1,2.5 - 5 min,Singing,<= 50 Meters,False,Undetermined,Field Sparrow,Spizella pusilla,179443.0,84790.0,FISP,False,True,19.8999996185303,79.4000015258789,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,False,Forest,Undetermined,5,2018,6
ANTI,NA,ANTI 1,ANTI-0082,Forest,2018,2018-05-22,1900-01-01 06:01:50,1900-01-01 06:11:50,Kimberly Serno,1,5 - 7.5 min,Calling,50 - 100 Meters,False,Unknown,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,84865.0,RBWO,False,False,20.7999992370605,72.1999969482422,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,False,Forest,Undetermined,5,2018,6
ANTI,NA,ANTI 1,ANTI-0082,Forest,2018,2018-05-22,1900-01-01 06:01:50,1900-01-01 06:11:50,Kimberly Serno,1,7.5 - 10 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,554138.0,266957.0,ETTI,False,False,20.7999992370605,72.1999969482422,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,False,Forest,Undetermined,5,2018,6
ANTI,NA,ANTI 1,ANTI-0082,Forest,2018,2018-05-22,1900-01-01 06:01:50,1900-01-01 06:11:50,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,554138.0,266957.0,ETTI,False,False,20.7999992370605,72.1999969482422,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,True,Forest,Undetermined,5,2018,6
ANTI,NA,ANTI 1,ANTI-0082,Forest,2018,2018-05-22,1900-01-01 06:01:50,1900-01-01 06:11:50,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,False,Unknown,Eastern Bluebird,Sialia sialis,179801.0,87184.0,EABL,False,False,20.7999992370605,72.1999969482422,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,True,Forest,Undetermined,5,2018,6
ANTI,NA,ANTI 1,ANTI-0082,Forest,2018,2018-05-22,1900-01-01 06:01:50,1900-01-01 06:11:50,Kimberly Serno,1,0-2.5 min,Calling,<= 50 Meters,False,Unknown,Downy Woodpecker,Picoides pubescens,178259.0,84936.0,DOWO,False,True,20.7999992370605,72.1999969482422,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,True,Forest,Undetermined,5,2018,6
ANTI,NA,ANTI 1,ANTI-0082,Forest,2018,2018-05-22,1900-01-01 06:01:50,1900-01-01 06:11:50,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Chipping Sparrow,Spizella passerina,179435.0,84781.0,CHSP,False,False,20.7999992370605,72.1999969482422,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,True,Forest,Undetermined,5,2018,6
ANTI,NA,ANTI 1,ANTI-0082,Forest,2018,2018-05-22,1900-01-01 06:01:50,1900-01-01 06:11:50,Kimberly Serno,1,2.5 - 5 min,Singing,<= 50 Meters,False,Unknown,Carolina Wren,Thryothorus ludovicianus,178581.0,88350.0,CARW,False,False,20.7999992370605,72.1999969482422,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,False,Forest,Undetermined,5,2018,6
ANTI,NA,ANTI 1,ANTI-0082,Forest,2018,2018-05-22,1900-01-01 06:01:50,1900-01-01 06:11:50,Kimberly Serno,1,0-2.5 min,Calling,50 - 100 Meters,False,Unknown,Carolina Wren,Thryothorus ludovicianus,178581.0,88350.0,CARW,False,False,20.7999992370605,72.1999969482422,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,True,Forest,Undetermined,5,2018,6
ANTI,NA,ANTI 1,ANTI-0082,Forest,2018,2018-05-22,1900-01-01 06:01:50,1900-01-01 06:11:50,Kimberly Serno,1,7.5 - 10 min,Singing,<= 50 Meters,False,Unknown,Baltimore Oriole,Icterus galbula,179083.0,93655.0,BAOR,False,False,20.7999992370605,72.1999969482422,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,False,Forest,Undetermined,5,2018,6
ANTI,NA,ANTI 1,ANTI-0082,Forest,2018,2018-05-22,1900-01-01 06:01:50,1900-01-01 06:11:50,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,False,Unknown,Northern Cardinal,Cardinalis cardinalis,179124.0,94228.0,NOCA,False,False,20.7999992370605,72.1999969482422,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,True,Forest,Undetermined,5,2018,6
ANTI,NA,ANTI 1,ANTI-0082,Forest,2018,2018-05-22,1900-01-01 06:01:50,1900-01-01 06:11:50,Kimberly Serno,1,2.5 - 5 min,Calling,50 - 100 Meters,False,Unknown,Great Crested Flycatcher,Myiarchus crinitus,178309.0,85791.0,GCFL,False,False,20.7999992370605,72.1999969482422,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,False,Forest,Undetermined,5,2018,6
ANTI,NA,ANTI 1,ANTI-0078,Forest,2018,2018-05-22,1900-01-01 07:20:50,1900-01-01 07:30:50,Kimberly Serno,1,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Wood-Pewee,Contopus virens,178359.0,85846.0,EAWP,False,True,21.7000007629395,75.8000030517578,Mist/Drizzle,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Forest,Undetermined,5,2018,7
ANTI,NA,ANTI 1,ANTI-0078,Forest,2018,2018-05-22,1900-01-01 07:20:50,1900-01-01 07:30:50,Kimberly Serno,1,7.5 - 10 min,Singing,50 - 100 Meters,False,Undetermined,Field Sparrow,Spizella pusilla,179443.0,84790.0,FISP,False,True,21.7000007629395,75.8000030517578,Mist/Drizzle,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Forest,Undetermined,5,2018,7
ANTI,NA,ANTI 1,ANTI-0078,Forest,2018,2018-05-22,1900-01-01 07:20:50,1900-01-01 07:30:50,Kimberly Serno,1,2.5 - 5 min,Singing,<= 50 Meters,False,Undetermined,Indigo Bunting,Passerina cyanea,179150.0,94257.0,INBU,False,True,21.7000007629395,75.8000030517578,Mist/Drizzle,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Forest,Undetermined,5,2018,7
ANTI,NA,ANTI 1,ANTI-0078,Forest,2018,2018-05-22,1900-01-01 07:20:50,1900-01-01 07:30:50,Kimberly Serno,1,0-2.5 min,Calling,50 - 100 Meters,False,Unknown,Mourning Dove,Zenaida macroura,177125.0,82737.0,MODO,False,False,21.7000007629395,75.8000030517578,Mist/Drizzle,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Forest,Undetermined,5,2018,7
ANTI,NA,ANTI 1,ANTI-0078,Forest,2018,2018-05-22,1900-01-01 07:20:50,1900-01-01 07:30:50,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,False,Unknown,Northern Cardinal,Cardinalis cardinalis,179124.0,94228.0,NOCA,False,False,21.7000007629395,75.8000030517578,Mist/Drizzle,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Forest,Undetermined,5,2018,7
ANTI,NA,ANTI 1,ANTI-0078,Forest,2018,2018-05-22,1900-01-01 07:20:50,1900-01-01 07:30:50,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,False,Unknown,Northern Cardinal,Cardinalis cardinalis,179124.0,94228.0,NOCA,False,False,21.7000007629395,75.8000030517578,Mist/Drizzle,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Forest,Undetermined,5,2018,7
ANTI,NA,ANTI 1,ANTI-0078,Forest,2018,2018-05-22,1900-01-01 07:20:50,1900-01-01 07:30:50,Kimberly Serno,1,7.5 - 10 min,Singing,<= 50 Meters,False,Undetermined,Field Sparrow,Spizella pusilla,179443.0,84790.0,FISP,False,True,21.7000007629395,75.8000030517578,Mist/Drizzle,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Forest,Undetermined,5,2018,7
ANTI,NA,ANTI 1,ANTI-0078,Forest,2018,2018-05-22,1900-01-01 07:20:50,1900-01-01 07:30:50,Kimberly Serno,1,7.5 - 10 min,Singing,50 - 100 Meters,False,Undetermined,Chipping Sparrow,Spizella passerina,179435.0,84781.0,CHSP,False,False,21.7000007629395,75.8000030517578,Mist/Drizzle,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Forest,Undetermined,5,2018,7
ANTI,NA,ANTI 1,ANTI-0078,Forest,2018,2018-05-22,1900-01-01 07:20:50,1900-01-01 07:30:50,Kimberly Serno,1,5 - 7.5 min,Singing,<= 50 Meters,False,Undetermined,Eastern Towhee,Pipilo erythrophthalmus,179276.0,83803.0,EATO,False,True,21.7000007629395,75.8000030517578,Mist/Drizzle,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Forest,Undetermined,5,2018,7
ANTI,NA,ANTI 1,ANTI-0078,Forest,2018,2018-05-22,1900-01-01 07:20:50,1900-01-01 07:30:50,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Field Sparrow,Spizella pusilla,179443.0,84790.0,FISP,False,True,21.7000007629395,75.8000030517578,Mist/Drizzle,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Forest,Undetermined,5,2018,7
ANTI,NA,ANTI 1,ANTI-0078,Forest,2018,2018-05-22,1900-01-01 07:20:50,1900-01-01 07:30:50,Kimberly Serno,1,5 - 7.5 min,Calling,<= 50 Meters,False,Unknown,Blue-gray Gnatcatcher,Polioptila caerulea,179853.0,88038.0,BGGN,False,False,21.7000007629395,75.8000030517578,Mist/Drizzle,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Forest,Undetermined,5,2018,7
ANTI,NA,ANTI 1,ANTI-0078,Forest,2018,2018-05-22,1900-01-01 07:20:50,1900-01-01 07:30:50,Kimberly Serno,1,2.5 - 5 min,Calling,<= 50 Meters,False,Unknown,Carolina Chickadee,Poecile carolinensis,554383.0,265876.0,CACH,False,True,21.7000007629395,75.8000030517578,Mist/Drizzle,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Forest,Undetermined,5,2018,7
ANTI,NA,ANTI 1,ANTI-0078,Forest,2018,2018-05-22,1900-01-01 07:20:50,1900-01-01 07:30:50,Kimberly Serno,1,5 - 7.5 min,Calling,<= 50 Meters,False,Unknown,Cedar Waxwing,Bombycilla cedrorum,178532.0,88296.0,CEDW,False,False,21.7000007629395,75.8000030517578,Mist/Drizzle,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Forest,Undetermined,5,2018,7
ANTI,NA,ANTI 1,ANTI-0078,Forest,2018,2018-05-22,1900-01-01 07:20:50,1900-01-01 07:30:50,Kimberly Serno,1,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Towhee,Pipilo erythrophthalmus,179276.0,83803.0,EATO,False,True,21.7000007629395,75.8000030517578,Mist/Drizzle,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Forest,Undetermined,5,2018,7
ANTI,NA,ANTI 1,ANTI-0025,Forest,2018,2018-05-23,1900-01-01 08:27:50,1900-01-01 08:37:50,Elizabeth Oswald,1,0-2.5 min,Calling,50 - 100 Meters,False,Unknown,Blue Jay,Cyanocitta cristata,179680.0,86252.0,BLJA,False,False,28.5,66.0,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,True,Forest,Undetermined,5,2018,8
ANTI,NA,ANTI 1,ANTI-0025,Forest,2018,2018-05-23,1900-01-01 08:27:50,1900-01-01 08:37:50,Elizabeth Oswald,1,7.5 - 10 min,Visualization,<= 50 Meters,False,Undetermined,Eastern Bluebird,Sialia sialis,179801.0,87184.0,EABL,False,False,28.5,66.0,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,False,Forest,Undetermined,5,2018,8
ANTI,NA,ANTI 1,ANTI-0025,Forest,2018,2018-05-23,1900-01-01 08:27:50,1900-01-01 08:37:50,Elizabeth Oswald,1,0-2.5 min,Calling,50 - 100 Meters,False,Unknown,American Goldfinch,Spinus tristis,179236.0,95300.0,AMGO,False,False,28.5,66.0,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,True,Forest,Undetermined,5,2018,8
ANTI,NA,ANTI 1,ANTI-0025,Forest,2018,2018-05-23,1900-01-01 08:27:50,1900-01-01 08:37:50,Elizabeth Oswald,1,0-2.5 min,Visualization,Not recorded,True,Unknown,Cedar Waxwing,Bombycilla cedrorum,178532.0,88296.0,CEDW,False,False,28.5,66.0,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,True,Forest,Undetermined,5,2018,8
ANTI,NA,ANTI 1,ANTI-0025,Forest,2018,2018-05-23,1900-01-01 08:27:50,1900-01-01 08:37:50,Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Field Sparrow,Spizella pusilla,179443.0,84790.0,FISP,False,True,28.5,66.0,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,True,Forest,Undetermined,5,2018,8
ANTI,NA,ANTI 1,ANTI-0025,Forest,2018,2018-05-23,1900-01-01 08:27:50,1900-01-01 08:37:50,Elizabeth Oswald,1,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Indigo Bunting,Passerina cyanea,179150.0,94257.0,INBU,False,True,28.5,66.0,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,False,Forest,Undetermined,5,2018,8
ANTI,NA,ANTI 1,ANTI-0025,Forest,2018,2018-05-23,1900-01-01 08:27:50,1900-01-01 08:37:50,Elizabeth Oswald,1,5 - 7.5 min,Visualization,Not recorded,True,Unknown,Red-winged Blackbird,Agelaius phoeniceus,179045.0,93613.0,RWBL,False,False,28.5,66.0,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,False,Forest,Undetermined,5,2018,8
ANTI,NA,ANTI 1,ANTI-0025,Forest,2018,2018-05-23,1900-01-01 08:27:50,1900-01-01 08:37:50,Elizabeth Oswald,1,2.5 - 5 min,Singing,50 - 100 Meters,False,Unknown,Northern Mockingbird,Mimus polyglottos,178620.0,88394.0,NOMO,False,False,28.5,66.0,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,True,Forest,Undetermined,5,2018,8
ANTI,NA,ANTI 1,ANTI-0052,Forest,2018,2018-05-23,1900-01-01 09:25:50,1900-01-01 09:35:50,Elizabeth Oswald,1,0-2.5 min,Calling,50 - 100 Meters,False,Unknown,Carolina Wren,Thryothorus ludovicianus,178581.0,88350.0,CARW,False,False,27.5,62.9000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,True,Forest,Undetermined,5,2018,9
ANTI,NA,ANTI 1,ANTI-0052,Forest,2018,2018-05-23,1900-01-01 09:25:50,1900-01-01 09:35:50,Elizabeth Oswald,1,5 - 7.5 min,Singing,<= 50 Meters,False,Unknown,Eastern Tufted Titmouse,Baeolophus bicolor,554138.0,266957.0,ETTI,False,False,27.5,62.9000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,False,Forest,Undetermined,5,2018,9
ANTI,NA,ANTI 1,ANTI-0052,Forest,2018,2018-05-23,1900-01-01 09:25:50,1900-01-01 09:35:50,Elizabeth Oswald,1,7.5 - 10 min,Visualization,<= 50 Meters,False,Male,Pileated Woodpecker,Dryocopus pileatus,178166.0,84833.0,PIWO,False,False,27.5,62.9000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,False,Forest,Undetermined,5,2018,9
ANTI,NA,ANTI 1,ANTI-0052,Forest,2018,2018-05-23,1900-01-01 09:25:50,1900-01-01 09:35:50,Elizabeth Oswald,1,7.5 - 10 min,Visualization,<= 50 Meters,False,Undetermined,Pileated Woodpecker,Dryocopus pileatus,178166.0,84833.0,PIWO,False,False,27.5,62.9000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,False,Forest,Undetermined,5,2018,9
ANTI,NA,ANTI 1,ANTI-0052,Forest,2018,2018-05-23,1900-01-01 09:25:50,1900-01-01 09:35:50,Elizabeth Oswald,1,0-2.5 min,Singing,<= 50 Meters,False,Unknown,Northern Cardinal,Cardinalis cardinalis,179124.0,94228.0,NOCA,False,False,27.5,62.9000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,True,Forest,Undetermined,5,2018,9
ANTI,NA,ANTI 1,ANTI-0052,Forest,2018,2018-05-23,1900-01-01 09:25:50,1900-01-01 09:35:50,Elizabeth Oswald,1,0-2.5 min,Calling,<= 50 Meters,False,Unknown,Northern Cardinal,Cardinalis cardinalis,179124.0,94228.0,NOCA,False,False,27.5,62.9000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,True,Forest,Undetermined,5,2018,9
ANTI,NA,ANTI 1,ANTI-0052,Forest,2018,2018-05-23,1900-01-01 09:25:50,1900-01-01 09:35:50,Elizabeth Oswald,1,5 - 7.5 min,Visualization,<= 50 Meters,False,Undetermined,Brown-headed Cowbird,Molothrus ater,179112.0,94215.0,BHCO,False,False,27.5,62.9000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,False,Forest,Undetermined,5,2018,9
ANTI,NA,ANTI 1,ANTI-0052,Forest,2018,2018-05-23,1900-01-01 09:25:50,1900-01-01 09:35:50,Elizabeth Oswald,1,5 - 7.5 min,Singing,50 - 100 Meters,False,Undetermined,Field Sparrow,Spizella pusilla,179443.0,84790.0,FISP,False,True,27.5,62.9000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,False,Forest,Undetermined,5,2018,9
ANTI,NA,ANTI 1,ANTI-0052,Forest,2018,2018-05-23,1900-01-01 09:25:50,1900-01-01 09:35:50,Elizabeth Oswald,1,2.5 - 5 min,Singing,50 - 100 Meters,False,Unknown,Eastern Tufted Titmouse,Baeolophus bicolor,554138.0,266957.0,ETTI,False,False,27.5,62.9000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,False,Forest,Undetermined,5,2018,9
ANTI,NA,ANTI 1,ANTI-0052,Forest,2018,2018-05-23,1900-01-01 09:25:50,1900-01-01 09:35:50,Elizabeth Oswald,1,5 - 7.5 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Wood-Pewee,Contopus virens,178359.0,85846.0,EAWP,False,True,27.5,62.9000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,False,Forest,Undetermined,5,2018,9
ANTI,NA,ANTI 1,ANTI-0052,Forest,2018,2018-05-23,1900-01-01 09:25:50,1900-01-01 09:35:50,Elizabeth Oswald,1,0-2.5 min,Singing,<= 50 Meters,False,Unknown,Cedar Waxwing,Bombycilla cedrorum,178532.0,88296.0,CEDW,False,False,27.5,62.9000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,True,Forest,Undetermined,5,2018,9
